mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax,postal_code,lat,long
C5884814,"$7,995,000","77 ELM AVE
Toronto, Ontario M4W1N9","Above Grade
7","Below Grade
2","Total
7","Community Name
Rosedale-Moore Park","Land Size
90 x 150 FT ; 90.97X150.24X22.96X47.22 X102.7X67.6 Irr","Annual Property Taxes
$21,864.80",M4W 1N9,43.7366,-79.5401
E5884828,"$1,749,000","32 GLENBURN AVE
Toronto, Ontario M4B1N8","Above Grade
4",,"Total
4","Community Name
O'Connor-Parkview","Land Size
25 x 103 FT","Annual Property Taxes
$3,639.93",M4B 1N8,43.6913,-79.3116
E5884910,"$1,299,888","53 AMBERJACK BLVD
Toronto, Ontario M1H2J4","Above Grade
3","Below Grade
1","Total
2","Community Name
Woburn","Land Size
50 x 110 FT","Annual Property Taxes
$3,987.51",M1H 2J4,43.7678,-79.1866
W5884841,"$799,000","19 LAMBTON AVE
Toronto, Ontario M6N2S2","Above Grade
4",,"Total
4","Community Name
Rockcliffe-Smythe","Land Size
25 x 110 FT","Annual Property Taxes
$2,369.62",M6N 2S2,43.7673,-79.4111
W5884955,"$1,425,000","1 WARLINGHAM CRT
Toronto, Ontario M9C3K2","Above Grade
3","Below Grade
2","Total
2","Community Name
Etobicoke West Mall","Land Size
60 x 130.29 FT","Annual Property Taxes
$5,080.74",M9C 3K2,43.7135,-79.3887
C5885051,"$1,699,900","27 WESTGATE BLVD
Toronto, Ontario M3H1N8","Above Grade
3",,"Total
2","Community Name
Lansing-Westgate","Land Size
47.29 x 166 FT","Annual Property Taxes
$7,065",M3H 1N8,43.7113,-79.4195
E5885016,"$2,650,000","46 VIRGINIA AVE
Toronto, Ontario M4C2S7","Above Grade
4","Below Grade
1","Total
5","Community Name
Danforth Village-East York","Land Size
32.54 x 105.18 FT","Annual Property Taxes
$10,066.70",M4C 2S7,43.6662,-79.5282
W5885279,"$1,249,000","102 THIRTEENTH ST
Toronto, Ontario M8V3H6","Above Grade
3","Below Grade
1","Total
2","Community Name
New Toronto","Land Size
38 x 110 FT","Annual Property Taxes
$4,183.39",M8V 3H6,43.6512,-79.4828
C5885382,"$1,050,000","81 REGATTA CRES
Toronto, Ontario M2R2X7","Above Grade
4","Below Grade
2","Total
3","Community Name
Newtonbrook West","Land Size
26.6 x 102 FT","Annual Property Taxes
$3,829.52",M2R 2X7,43.7598,-79.5565
E5885485,"$1,749,999","1347 WOODBINE AVE
Toronto, Ontario M4C4G3","Above Grade
3",,"Total
4","Community Name
Woodbine-Lumsden","Land Size
17.49 x 100 FT","Annual Property Taxes
$2,559.33",M4C 4G3,43.6662,-79.5282
W5885424,"$879,000","16 CHURCH ST
Toronto, Ontario M9N1M3","Above Grade
4","Below Grade
1","Total
2","Community Name
Weston","Land Size
30 x 125 FT","Annual Property Taxes
$2,868.98",M9N 1M3,43.6872,-79.3368
W5885477,"$1,150,000","40 DUNDEE DR
Toronto, Ontario M3J1H6","Above Grade
3","Below Grade
1","Total
2","Community Name
York University Heights","Land Size
43 x 103.03 FT ; Large Pie Shaped Lot - Back - 76 Ft Wide","Annual Property Taxes
$4,019.09",M3J 1H6,43.6784,-79.2941
C5885690,"$3,790,000","140 CARIBOU RD
Toronto, Ontario M5N2B3","Above Grade
5","Below Grade
2","Total
6","Community Name
Bedford Park-Nortown","Land Size
50 x 117 FT","Annual Property Taxes
$14,161.62",M5N 2B3,43.7946,-79.2644
W5885760,"$1,498,000","609 QUEENS DR
Toronto, Ontario M6L1N2","Above Grade
3","Below Grade
2","Total
2","Community Name
Maple Leaf","Land Size
61.6 x 99.31 FT","Annual Property Taxes
$4,966.99",M6L 1N2,43.7797,-79.3813
C5885868,"$1,998,000","61 NORTHWOOD DR
Toronto, Ontario M2M2J9","Above Grade
3",,"Total
2","Community Name
Newtonbrook East","Land Size
50.08 x 217 FT","Annual Property Taxes
$7,305.14",M2M 2J9,43.7547,-79.3764
C5885999,"$3,288,888","14 LYNDALE DR
Toronto, Ontario M2N2Y1","Above Grade
3","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
42 x 120 FT","Annual Property Taxes
$10,445.85",M2N 2Y1,43.6662,-79.5282
C5886102,"$8,988,000","75 FOREST HEIGHTS BLVD
Toronto, Ontario M2L2K7","Above Grade
5","Below Grade
1","Total
12","Community Name
St. Andrew-Windfields","Land Size
126.05 x 133.79 FT ; 157.19Ft X 21.81Ft X 119.17Ft X 131.8Ft","Annual Property Taxes
$30,327",M2L 2K7,43.739,-79.4692
E5886165,"$2,995,000","83 BOARDWALK DR
Toronto, Ontario M4L3X9","Above Grade
3","Below Grade
1","Total
4","Community Name
The Beaches","Land Size
25.04 x 105.22 FT","Annual Property Taxes
$10,003.50",M4L 3X9,43.6512,-79.4828
W5885973,"$2,280,000","46 WATSON AVE
Toronto, Ontario M6S4E1","Above Grade
4",,"Total
3","Community Name
Runnymede-Bloor West Village","Land Size
23 x 133 FT","Annual Property Taxes
$7,804.30",M6S 4E1,43.6655,-79.4378
C5886204,"$6,395,000","6 MILLBANK AVE
Toronto, Ontario M5P1S3","Above Grade
4",,"Total
5","Community Name
Forest Hill South","Land Size
49 x 95.91 FT ; Irregular 112' Approx.","Annual Property Taxes
$18,168.08",M5P 1S3,43.6913,-79.3116
C5886360,"$1,550,000","30 EDINBURGH DR
Toronto, Ontario M3H1B4","Above Grade
3",,"Total
1","Community Name
Lansing-Westgate","Land Size
40 x 130 FT","Annual Property Taxes
$6,894.39",M3H 1B4,43.8016,-79.3216
W5886467,"$899,000","49 LEILA JACKSON TERR
Toronto, Ontario M3L0B2","Above Grade
4",,"Total
3","Community Name
Downsview-Roding-CFB","Land Size
27.89 x 98.43 FT","Annual Property Taxes
$4,080",M3L 0B2,43.7335,-79.4177
C5886498,"$3,488,000","157 PARKVIEW AVE
Toronto, Ontario M2N3Y6","Above Grade
4",,"Total
5","Community Name
Willowdale East","Land Size
30 x 122 FT","Annual Property Taxes
$6,873",M2N 3Y6,43.6693,-79.3155
C5886602,"$3,799,000","103 PATRICIA AVE
Toronto, Ontario M2M1J3","Above Grade
4","Below Grade
1","Total
7","Community Name
Newtonbrook West","Land Size
50.06 x 132.06 FT","Annual Property Taxes
$0",M2M 1J3,43.6684,-79.3689
W5886516,"$1,029,900","5 RAMSDEN RD
Toronto, Ontario M6E2N1","Above Grade
3","Below Grade
2","Total
2","Community Name
Briar Hill-Belgravia","Land Size
25 x 125 FT","Annual Property Taxes
$3,262.81",M6E 2N1,43.7547,-79.3764
C5886725,"$1,888,000","81 MAXOME AVE
Toronto, Ontario M2M3K2","Above Grade
3",,"Total
2","Community Name
Newtonbrook East","Land Size
50 x 145 FT","Annual Property Taxes
$6,534.19",M2M 3K2,43.7673,-79.4111
C5886751,"$4,680,000","19 FOREST GLEN CRES
Toronto, Ontario M4N2E7","Above Grade
3","Below Grade
1","Total
3","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
75.39 x 89.71 FT ; As Per Survey","Annual Property Taxes
$16,063.74",M4N 2E7,43.7694,-79.4921
W5886700,"$1,699,000","339A WINDERMERE AVE
Toronto, Ontario M6S3L1","Above Grade
3",,"Total
3","Community Name
High Park-Swansea","Land Size
26.42 x 91.83 FT","Annual Property Taxes
$5,664.09",M6S 3L1,43.7068,-79.517
W5886771,"$1,590,000","7 ELSFIELD RD
Toronto, Ontario M8Y3R3","Above Grade
2",,"Total
2","Community Name
Stonegate-Queensway","Land Size
30 x 140 FT ; Bloor St At Your Doorstep!!","Annual Property Taxes
$5,801.15",M8Y 3R3,43.7068,-79.517
C5886847,"$3,250,000","697 CRAWFORD ST
Toronto, Ontario M6G3K1","Above Grade
5","Below Grade
2","Total
5","Community Name
Palmerston-Little Italy","Land Size
25 x 116 FT","Annual Property Taxes
$10,401.62",M6G 3K1,43.6803,-79.3538
W5886931,"$1,149,000","43 CALEDONIA RD
Toronto, Ontario M6E4S3","Above Grade
3","Below Grade
1","Total
3","Community Name
Corso Italia-Davenport","Land Size
18 x 132 FT","Annual Property Taxes
$3,589.38",M6E 4S3,43.7247,-79.2312
W5886977,"$3,100,000","195 SORAUREN AVE
Toronto, Ontario M6R2E7","Above Grade
7",,"Total
4","Community Name
Roncesvalles","Land Size
20 x 128 FT","Annual Property Taxes
$8,701.72",M6R 2E7,43.6952,-79.2646
E5887239,"$1,999,900","78 LAUREL AVE
Toronto, Ontario M1K3J6","Above Grade
4",,"Total
5","Community Name
Kennedy Park","Land Size
34 x 104 FT","Annual Property Taxes
$0",M1K 3J6,43.6748,-79.4839
C5887407,"$4,780,000","35 BERKINDALE DR
Toronto, Ontario M2L1Z7","Above Grade
5","Below Grade
2","Total
6","Community Name
St. Andrew-Windfields","Land Size
75.6 x 151.2 FT","Annual Property Taxes
$17,422.39",M2L 1Z7,43.745,-79.359
E5887687,"$1,918,000","433 GUILDWOOD PKWY
Toronto, Ontario M1E1R3","Above Grade
5",,"Total
5","Community Name
Guildwood","Land Size
50 x 405.24 FT ; Irregular As Per Mpac","Annual Property Taxes
$6,793.28",M1E 1R3,43.6872,-79.3368
C5887943,"$6,888,000","288 DAWLISH AVE
Toronto, Ontario M4N1J5","Above Grade
4","Below Grade
1","Total
7","Community Name
Lawrence Park South","Land Size
50 x 150 FT","Annual Property Taxes
$27,716.56",M4N 1J5,43.7547,-79.3764
C5888147,"$5,195,000","388 CORTLEIGH BLVD
Toronto, Ontario M5N1R5","Above Grade
5","Below Grade
2","Total
7","Community Name
Bedford Park-Nortown","Land Size
50 x 134 FT","Annual Property Taxes
$20,013.32",M5N 1R5,43.745,-79.359
C5888291,"$3,250,000","113 INGLEWOOD DR
Toronto, Ontario M4T1H6","Above Grade
3","Below Grade
1","Total
4","Community Name
Rosedale-Moore Park","Land Size
35 x 146 FT ; Irregular - Please See Survey","Annual Property Taxes
$12,859.80",M4T 1H6,43.745,-79.359
E5888339,"$990,000","30 LOUVAIN AVE
Toronto, Ontario M4M1N9","Above Grade
2",,"Total
1","Community Name
South Riverdale","Land Size
17.49 x 113.43 FT","Annual Property Taxes
$3,899.03",M4M 1N9,43.6021,-79.5402
W5888239,"$1,499,000","605 INDIAN RD
Toronto, Ontario M6P2C4","Above Grade
5",,"Total
3","Community Name
High Park North","Land Size
25.92 x 92 FT","Annual Property Taxes
$6,477.31",M6P 2C4,43.7247,-79.2312
C5888623,"$4,000,000","52 GRANTBROOK ST
Toronto, Ontario M2R2E9","Above Grade
4","Below Grade
2","Total
6","Community Name
Newtonbrook West","Land Size
61.32 x 120 FT","Annual Property Taxes
$14,464",M2R 2E9,43.7878,-79.1564
C5888905,"$4,188,000","119 STIBBARD AVE
Toronto, Ontario M4P2B9","Above Grade
4","Below Grade
1","Total
5","Community Name
Mount Pleasant East","Land Size
30 x 150 FT","Annual Property Taxes
$12,788.50",M4P 2B9,43.7247,-79.2312
W5889117,"$1,374,888","24 RENSHAW ST
Toronto, Ontario M3M2C8","Above Grade
3","Below Grade
2","Total
3","Community Name
Downsview-Roding-CFB","Land Size
50 x 120 FT","Annual Property Taxes
$3,727.18",M3M 2C8,43.6913,-79.3116
W5889231,"$3,498,000","61 DANE AVE
Toronto, Ontario M6A1G4","Above Grade
5","Below Grade
4","Total
6","Community Name
Yorkdale-Glen Park","Land Size
60 x 125 FT","Annual Property Taxes
$12,581.79",M6A 1G4,43.7545,-79.33
W5889395,"$1,369,900","126 SPRINGHURST AVE
Toronto, Ontario M6K1C1","Above Grade
4",,"Total
2","Community Name
South Parkdale","Land Size
18.75 x 143.54 FT","Annual Property Taxes
$5,358.79",M6K 1C1,43.7366,-79.5401
E5889545,"$1,588,000","62 NORTH BONNINGTON AVE W
Toronto, Ontario M1K1X2","Above Grade
4","Below Grade
2","Total
6","Community Name
Clairlea-Birchmount","Land Size
40 x 142.33 FT","Annual Property Taxes
$4,233.95",M1K 1X2,43.6913,-79.3116
W5889547,"$1,799,000","51 WESTLEIGH CRES
Toronto, Ontario M8W3Z6","Above Grade
4","Below Grade
1","Total
4","Community Name
Alderwood","Land Size
45 x 135 FT ; 45X135X31.5X135.","Annual Property Taxes
$7,065.01",M8W 3Z6,43.7678,-79.1866
W5889713,"$1,349,000","7 MACLEOD ST
Toronto, Ontario M6L2M7","Above Grade
6",,"Total
2","Community Name
Maple Leaf","Land Size
40 x 139.85 FT","Annual Property Taxes
$3,974.86",M6L 2M7,43.7673,-79.4111
C5889931,"$1,668,000","59 CUMMER AVE
Toronto, Ontario M2M2E5","Above Grade
3","Below Grade
1","Total
2","Community Name
Newtonbrook East","Land Size
50 x 122.33 FT ; Fenced & Landscaped","Annual Property Taxes
$6,856.48",M2M 2E5,43.7135,-79.3887
W5890347,"$1,299,000","107 BROOKSIDE AVE
Toronto, Ontario M6S4G8","Above Grade
3",,"Total
3","Community Name
Runnymede-Bloor West Village","Land Size
25 x 117 FT","Annual Property Taxes
$4,992.27",M6S 4G8,43.7113,-79.4195
W5890567,"$877,000","416 ALBION RD N
Toronto, Ontario M9W3P6","Above Grade
2","Below Grade
2","Total
2","Community Name
Elms-Old Rexdale","Land Size
51.75 x 135.41 FT","Annual Property Taxes
$2,464.54",M9W 3P6,43.6512,-79.4828
C5891053,"$2,900,000","296 AVENUE RD
Toronto, Ontario M4V2H1","Above Grade
6","Below Grade
1","Total
4","Community Name
Casa Loma","Land Size
25 x 128 FT","Annual Property Taxes
$9,813",M4V 2H1,43.7598,-79.5565
E5890767,"$1,828,000","72 ADAIR RD
Toronto, Ontario M4B1V7","Above Grade
4",,"Total
4","Community Name
O'Connor-Parkview","Land Size
30 x 112 FT","Annual Property Taxes
$5,434.63",M4B 1V7,43.6662,-79.5282
E5891033,"$1,059,000","49 DONSIDE DR
Toronto, Ontario M1L1P6","Above Grade
2","Below Grade
1","Total
2","Community Name
Clairlea-Birchmount","Land Size
29 x 108.08 FT","Annual Property Taxes
$3,039.60",M1L 1P6,43.6872,-79.3368
W5891175,"$1,939,000","25A ROSELAND DR
Toronto, Ontario M8W1Y3","Above Grade
4",,"Total
5","Community Name
Alderwood","Land Size
25 x 107 FT","Annual Property Taxes
$0",M8W 1Y3,43.6784,-79.2941
H4155400,"$1,369,900","126 Springhurst Avenue
Toronto, Ontario M6K1C1","Above Grade
4",,"Total
2",,"Land Size
18.75 x 143.54|under 1/2 acre","Annual Property Taxes
$5,358.79",M6K 1C1,43.7946,-79.2644
C5891485,"$27,000,000","467 RICHMOND ST E
Toronto, Ontario M5A1R1","Above Grade
4","Below Grade
1","Total
4","Community Name
Moss Park","Land Size
19.19 x 70.62 FT ; Irregular","Annual Property Taxes
$4,600",M5A 1R1,43.7797,-79.3813
E5891647,"$929,000","16 WHISPERING WILLOW PTWY
Toronto, Ontario M1B4A8","Above Grade
3","Below Grade
1","Total
4","Community Name
Malvern",,"Annual Property Taxes
$2,780",M1B 4A8,43.7547,-79.3764
E5891931,"$2,099,999","113 GOODERHAM DR
Toronto, Ontario M1R3G6","Above Grade
4","Below Grade
1","Total
4","Community Name
Wexford-Maryvale","Land Size
55.64 x 196.25 FT","Annual Property Taxes
$6,085.51",M1R 3G6,43.6662,-79.5282
E5892021,"$2,399,000","17 BROADMEAD AVE
Toronto, Ontario M1M1C3","Above Grade
3","Below Grade
1","Total
2","Community Name
Cliffcrest","Land Size
54 x 319 FT","Annual Property Taxes
$7,968.68",M1M 1C3,43.739,-79.4692
C5893031,"$1,675,000","19 TRAILSIDE DR
Toronto, Ontario","Above Grade
3","Below Grade
1","Total
3","Community Name
Don Valley Village","Land Size
51 x 118 FT","Annual Property Taxes
$5,472.50",nta rio,43.6655,-79.4378
C5893113,"$2,390,000","51 HURON ST
Toronto, Ontario M5T2A6","Above Grade
4",,"Total
5","Community Name
Kensington-Chinatown","Land Size
17.5 x 121.17 FT","Annual Property Taxes
$7,444.17",M5T 2A6,43.6512,-79.4828
W5893309,"$1,149,000","14 CULNAN AVE
Toronto, Ontario M8Z5A8","Above Grade
2","Below Grade
1","Total
1","Community Name
Stonegate-Queensway","Land Size
40 x 142 FT","Annual Property Taxes
$4,328.74",M8Z 5A8,43.6913,-79.3116
E5893415,"$1,000,000","59 MALTA ST
Toronto, Ontario M1N2L2","Above Grade
3","Below Grade
2","Total
2","Community Name
Birchcliffe-Cliffside","Land Size
40 x 124.97 FT","Annual Property Taxes
$3,008",M1N 2L2,43.8016,-79.3216
C5893575,"$1,699,999","210 MERTON ST
Toronto, Ontario M4S1A1","Above Grade
3",,"Total
3","Community Name
Mount Pleasant West","Land Size
20.54 x 53.71 FT ; Utilities Easement","Annual Property Taxes
$6,881.75",M4S 1A1,43.7335,-79.4177
W5893537,"$1,399,900","23 BOWSPRIT AVE
Toronto, Ontario M9P2Y4","Above Grade
3","Below Grade
1","Total
2","Community Name
Humber Heights","Land Size
30 x 120 FT","Annual Property Taxes
$4,170.75",M9P 2Y4,43.7673,-79.4111
40370408,"$4,100,000","21 MARTIN GROVE Road
Etobicoke, Ontario M9B4K1","Above Grade
4","Below Grade
1","Total
6",,"Land Size
under 1/2 acre",,M9B 4K1,43.7081,-79.4479
E5893973,"$1,968,000","252A MONARCH PARK AVE
Toronto, Ontario M4J4S5","Above Grade
3",,"Total
5","Community Name
Danforth Village-East York","Land Size
21.68 x 100.13 FT","Annual Property Taxes
$3,380.80",M4J 4S5,43.7143,-79.4065
W5893913,"$1,499,000","21 ORMSKIRK CRT
Toronto, Ontario M6S1B2","Above Grade
3",,"Total
2","Community Name
High Park-Swansea","Land Size
30.08 x 120.32 FT","Annual Property Taxes
$5,750.59",M6S 1B2,43.7878,-79.1564
W5894357,"$1,168,000","17 GARDEN PL
Toronto, Ontario M8W1M2","Above Grade
1",,"Total
2","Community Name
Long Branch","Land Size
25 x 120 FT","Annual Property Taxes
$3,134.49",M8W 1M2,43.7915,-79.4103
C5894693,"$7,395,000","3 MILDENHALL RD
Toronto, Ontario M4N3G2","Above Grade
5","Below Grade
1","Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
66 x 114 FT","Annual Property Taxes
$23,927.27",M4N 3G2,43.6404,-79.3995
C5894683,"$2,699,900","49 MARATHON CRES
Toronto, Ontario M2R2L8","Above Grade
4","Below Grade
1","Total
5","Community Name
Newtonbrook West","Land Size
57.64 x 113.7 FT","Annual Property Taxes
$7,305",M2R 2L8,43.6404,-79.3995
E5894997,"$1,399,000","19 BOXDENE AVE
Toronto, Ontario M1V3C9","Above Grade
3","Below Grade
2","Total
5","Community Name
Milliken","Land Size
30.21 x 109.08 FT","Annual Property Taxes
$3,934.92",M1V 3C9,43.7335,-79.4177
W5894721,"$4,100,000","21 MARTIN GROVE RD
Toronto, Ontario M9B4K1","Above Grade
4","Below Grade
1","Total
6","Community Name
Islington-City Centre West","Land Size
53.5 x 150.08 FT","Annual Property Taxes
$11,368.48",M9B 4K1,43.7068,-79.517
W5894993,"$1,198,000","1010 CALEDONIA RD
Toronto, Ontario M6B3Z1","Above Grade
4","Below Grade
2","Total
3","Community Name
Yorkdale-Glen Park","Land Size
50.39 x 121 FT","Annual Property Taxes
$4,398.25",M6B 3Z1,43.6889,-79.4507
W5895197,"$1,928,000","108B ROYAL YORK RD
Toronto, Ontario M8V2V1","Above Grade
4",,"Total
4","Community Name
Mimico","Land Size
25 x 125 FT","Annual Property Taxes
$5,478.86",M8V 2V1,43.6899,-79.3853
C5895291,"$3,650,000","335 MELROSE AVE
Toronto, Ontario M5M1Z5","Above Grade
4","Below Grade
1","Total
5","Community Name
Bedford Park-Nortown","Land Size
25 x 150 FT","Annual Property Taxes
$11,633.89",M5M 1Z5,43.7797,-79.3813
C5895325,"$5,998,000","206 RUSSELL HILL RD
Toronto, Ontario M4V2T2","Above Grade
7","Below Grade
1","Total
6","Community Name
Casa Loma","Land Size
72 x 163.5 FT","Annual Property Taxes
$17,383.32",M4V 2T2,43.7694,-79.4921
C5895409,"$2,869,000","86 FLORENCE AVE
Toronto, Ontario M2N1G3","Above Grade
4","Below Grade
1","Total
4","Community Name
Lansing-Westgate","Land Size
25 x 130 FT","Annual Property Taxes
$0",M2N 1G3,43.7122,-79.2843
W5895337,"$1,042,000","12 LOOMIS CRT
Toronto, Ontario M3J1P8","Above Grade
3","Below Grade
1","Total
2","Community Name
York University Heights","Land Size
19 x 123.08 FT ; 19X123.08X71.89X101.75","Annual Property Taxes
$3,273.41",M3J 1P8,43.7786,-79.445
E5895877,"$4,900,000","41 HILL CRES
Toronto, Ontario M1M1J3","Above Grade
5",,"Total
7","Community Name
Scarborough Village","Land Size
100 x 412 FT","Annual Property Taxes
$26,105.10",M1M 1J3,43.6889,-79.4507
C5895995,"$4,298,800","106 BYNG AVE
Toronto, Ontario M2N4K4","Above Grade
4","Below Grade
2","Total
7","Community Name
Willowdale East","Land Size
50 x 160 FT","Annual Property Taxes
$18,768.40",M2N 4K4,43.7081,-79.4479
C5896433,"$3,688,000","26 INVERMAY AVE
Toronto, Ontario M3H1Z3","Above Grade
4","Below Grade
1","Total
6","Community Name
Clanton Park","Land Size
50 x 110 FT","Annual Property Taxes
$13,656",M3H 1Z3,43.6803,-79.3538
E5896505,"$1,599,900","35 MINTO ST
Toronto, Ontario M4L1B5","Above Grade
3","Below Grade
1","Total
3","Community Name
Greenwood-Coxwell","Land Size
26 x 40 FT ; City Views","Annual Property Taxes
$5,250.20",M4L 1B5,43.745,-79.359
W5896631,"$1,848,000","79A LABURNHAM AVE
Toronto, Ontario M8W1S8","Above Grade
4",,"Total
4","Community Name
Long Branch","Land Size
22.5 x 125 FT","Annual Property Taxes
$0",M8W 1S8,43.6605,-79.4633
W5896673,"$1,349,888","19 HOUNSLOW HEATH RD
Toronto, Ontario M6N1G7","Above Grade
3",,"Total
2","Community Name
Weston-Pellam Park","Land Size
16.67 x 100 FT ; Reverse Pie Shape 29.25 Feet At Rear","Annual Property Taxes
$3,873.75",M6N 1G7,43.7081,-79.4479
W5896699,"$1,199,999","58 BELLMAN AVE
Toronto, Ontario M8W4A4","Above Grade
3",,"Total
1","Community Name
Alderwood","Land Size
43.5 x 171.5 FT","Annual Property Taxes
$3,772.64",M8W 4A4,43.6655,-79.4378
W5896733,"$5,500,000","6 WESTMOUNT PARK RD
Toronto, Ontario M9P1R5","Above Grade
4","Below Grade
1","Total
7","Community Name
Humber Heights","Land Size
120 x 306 FT","Annual Property Taxes
$22,926.53",M9P 1R5,43.6021,-79.5402
C5896963,"$2,980,000","1 MONTRESSOR DR
Toronto, Ontario M2P1Y9","Above Grade
5","Below Grade
1","Total
4","Community Name
St. Andrew-Windfields","Land Size
74.81 x 112.33 FT","Annual Property Taxes
$9,870.79",M2P 1Y9,43.6952,-79.2646
C5897067,"$5,649,000","17 DUNBAR RD
Toronto, Ontario M4W2X5","Above Grade
4","Below Grade
1","Total
6","Community Name
Rosedale-Moore Park","Land Size
22.03 x 167 FT ; Irregular Lot - L Shaped, 0.21 Acre","Annual Property Taxes
$10,717.50",M4W 2X5,43.6683,-79.4205
C5897291,"$2,488,000","479 GLENGARY AVE
Toronto, Ontario M5M1E9","Above Grade
5","Below Grade
1","Total
4","Community Name
Bedford Park-Nortown","Land Size
54.99 x 106 FT","Annual Property Taxes
$7,656.65",M5M 1E9,43.6683,-79.4205
E5896803,"$1,249,000","40 STONEY CREEK DR
Toronto, Ontario M1E3L3","Above Grade
4",,"Total
2","Community Name
West Hill","Land Size
40.05 x 145.13 FT","Annual Property Taxes
$3,387.16",M1E 3L3,43.6505,-79.5517
E5896877,"$1,999,900","14 HAIDA CRT
Toronto, Ontario M1C3L1","Above Grade
4",,"Total
5","Community Name
Highland Creek","Land Size
81.77 x 342.17 FT ; Irregular Shape Lot","Annual Property Taxes
$5,567.66",M1C 3L1,43.6655,-79.4378
